OWNER,TABLE_NAME,TABLE_BUSINESS_NAME,TABLE_DESCRIPTION,grain,COLUMN_ID,COLUMN_NAME,COLUMN_BUSINESS_NAME,COLUMN_DESCRIPTION,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,60,METER_FORM,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,61,METER_BASE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,62,SERVICE_VOLTAGE,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,63,METER_TEST_AMPS,,,NUMBER,22,3.0,1.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,64,UTIL_SCALING_CONST,,,NUMBER,22,16.0,10.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,65,METER_RR,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,66,METER_PHASE,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,67,METER_WIRES,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,68,METER_CLASS,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,69,METER_MFG,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,70,METER_MODEL,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,71,METER_DIALS,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,72,AEP_TEST_CODE,,,CHAR,2,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,73,METER_CODE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,74,METER_KYZ,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,75,METER_PULSES_ROT,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,76,METER_ELECTRONIC,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,77,METER_DELTA_WYE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,78,POWER_OVER_UNDER,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,79,APPT_TIME,,,DATE,7,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,80,CAPACITY_CODE,,,NUMBER,22,6.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,81,METERING_TECHNIQUE_CODE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,82,CASING_CODE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,83,PURCHASE_YEAR,,,NUMBER,22,4.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,84,DELIVERY_PRESSURE,,,NUMBER,22,5.0,2.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,85,DELIVERY_PRESSURE_UNITS,,,VARCHAR2,3,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,86,TEMP_COMP_INDEX,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,87,METER_PRESSURE,,,NUMBER,22,5.0,2.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,88,METER_PRESSURE_UNITS,,,VARCHAR2,3,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,89,CORRECTION_FACTOR,,,NUMBER,22,5.0,3.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,90,NEW_UTILITY_ID,,,VARCHAR2,25,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,91,DEVICE_ID,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,92,ENCODER_ID,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,93,METER_SIZE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,94,COLLAR_DEVICE_TYPE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,95,WANLAN_ADDRESS,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,96,VIRTUAL_METER_ID,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,97,PROCESS_PENDING,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,98,PRIMARY_UOM,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,99,PRESSURE_COMPENSATED_INDEX,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,100,PAC_METER_FLAG,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,101,GPS_LONG,,,NUMBER,22,9.0,6.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,102,GPS_LAT,,,NUMBER,22,9.0,6.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,103,COLOR,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,104,COLLAR_WANLAN_ADDRESS,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,105,COLLAR_STATUS,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,106,COLLAR_SERIAL_NUMBER,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,107,COLLAR_MFG_CODE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,108,BILLING_CYCLE,,,VARCHAR2,3,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,109,METER_TYPE,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,110,ENABLE_ROUTING,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,111,PASSWORD_FILENAME,,,VARCHAR2,30,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,112,ENCRYPTION_FILENAME,,,VARCHAR2,30,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,113,HILOW_MIN_PERCENT,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,114,HILOW_MAX_PERCENT,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,115,DISCONNECT_SWITCH_STATUS,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,116,INSTALL_UTILINET_METER,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,117,BATCH_ID,,,NUMBER,22,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,1,DATADEFINITIONID,Data Definition Identifier,"Identifier for a read/measurement type (e.g., 1=kWh).",NUMBER,22,10.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,2,NAME,Data Definition Name,Full name of the measurement type.,VARCHAR2,255,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,3,BITS,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,4,ENDPOINTDATATYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,5,MINVALUE,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,6,MAXVALUE,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,7,SCALEFACTOR,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,8,NOTES,Notes,Notes describing the measurement type.,CLOB,4000,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,9,PROCESSINGRULE,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,10,DATASIZEGROUPID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,11,ISPUBLIC,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,12,TOU,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,13,SHORTNAME,Short Name,Abbreviated name of the measurement type.,VARCHAR2,50,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,14,DBCOLUMN,,,VARCHAR2,50,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,15,ISDIAGNOSTIC,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,16,READINGSTABLEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,17,MAXBITSCORRECTED,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,18,MULTIUTILITY,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,19,UNITID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,20,ISCUMULATIVE,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,21,HISTORYORDER,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,22,ISPREVIOUS,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,23,DATETIMEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,24,DXDATADEFINITIONID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,25,SUPPORTEDEPMODELS,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,26,ISRFMESHREGISTER,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,27,METRICSOURCEID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,28,METRICCATEGORYID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,29,AGGREGATIONTYPEID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,30,RATE,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,31,NUMBEROFOCCURRENCE,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,32,METRICDEMANDTYPEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,33,COINCDMDASSOCSOURCEID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,34,RESXKEYNM,,,VARCHAR2,50,,,True
CENTRALSERVICES,DATADEFINITIONS,Data Definition,"Lists the data types that can be received from an endpoint and that correlate to meter reads (e.g., kWh, current, voltage).",One row per data definition,35,ISROLLOVERSUPPORTED,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,1,ENDPOINTID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,2,INITIALINSTALLDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,3,LASTINSTALLDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,4,INITIALDISCOVEREDDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,5,LASTDISCOVEREDDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,6,INITIALNORMALDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,7,LASTNORMALDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,8,INITIALRFREGDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,9,LASTRFREGDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,10,INITIALINITPUSHDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,11,LASTINITPUSHDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,12,INITIALSETWANRESPONSEDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,13,LASTSETWANRESPONSEDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTDEPLOYMENTSTATISTICS,Endpoint Deployment Statistics,"First and last dates an RF endpoint changed key statuses (Installed, Normal, Discovered, RF-registered, removed).",One row per endpoint,14,ENDPOINTREMOVALDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTGROUPASSOC,Endpoint-Group Association,"Associates an endpoint with a group (group membership), with creation timestamp.",One row per endpoint-group membership,1,ENDPOINTID,Endpoint Identifier,Endpoint that belongs to the group.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTGROUPASSOC,Endpoint-Group Association,"Associates an endpoint with a group (group membership), with creation timestamp.",One row per endpoint-group membership,2,GROUPID,Group Identifier,Group the endpoint belongs to.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTGROUPASSOC,Endpoint-Group Association,"Associates an endpoint with a group (group membership), with creation timestamp.",One row per endpoint-group membership,3,CREATION,,,TIMESTAMP(6),11,,6.0,False
CENTRALSERVICES,ENDPOINTGROUPASSOC,Endpoint-Group Association,"Associates an endpoint with a group (group membership), with creation timestamp.",One row per endpoint-group membership,4,SLOTNUMBER,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTMETERCONFIGURATION,Endpoint Meter Configuration,"Links an endpoint to its meter program, meter program factor, and meter configuration.",One row per endpoint configuration link,1,ENDPOINTID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTMETERCONFIGURATION,Endpoint Meter Configuration,"Links an endpoint to its meter program, meter program factor, and meter configuration.",One row per endpoint configuration link,2,METERPROGRAMID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTMETERCONFIGURATION,Endpoint Meter Configuration,"Links an endpoint to its meter program, meter program factor, and meter configuration.",One row per endpoint configuration link,3,METERPROGRAMFACTORID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTMETERCONFIGURATION,Endpoint Meter Configuration,"Links an endpoint to its meter program, meter program factor, and meter configuration.",One row per endpoint configuration link,4,METERCONFIGURATIONID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTMODELS,Endpoint Model,"List of all endpoint hardware models supported by the system (e.g., RF Enhanced Integrated Focus AX).",One row per endpoint model,1,ENDPOINTMODELID,Endpoint Model Identifier,Unique identifier for the endpoint model.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTMODELS,Endpoint Model,"List of all endpoint hardware models supported by the system (e.g., RF Enhanced Integrated Focus AX).",One row per endpoint model,2,ENDPOINTTYPEID,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTMODELS,Endpoint Model,"List of all endpoint hardware models supported by the system (e.g., RF Enhanced Integrated Focus AX).",One row per endpoint model,3,NAME,Endpoint Model Name,"Model name of the meter/endpoint (e.g., RF Enhanced Integrated Focus AX).",VARCHAR2,50,,,False
CENTRALSERVICES,ENDPOINTMODELS,Endpoint Model,"List of all endpoint hardware models supported by the system (e.g., RF Enhanced Integrated Focus AX).",One row per endpoint model,4,ENDPOINTMODELFAMILYID,,,NUMBER,22,10.0,0.0,True
